,Oil,Oil,NZD/USD,NZD/USD,10-Yr Rate,10-Yr Rate,AIR.NZ,AIR.NZ
,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor,PCT Change %,Factor
2020-08-14,-0.356,BZ=F,-0.444,NZDUSD=X,-0.978,^TNX,-1.509,AIR.NZ
2020-08-17,1.272,BZ=F,-0.053,NZDUSD=X,-3.667,^TNX,1.916,AIR.NZ
2020-08-18,0.198,BZ=F,0.166,NZDUSD=X,-2.05,^TNX,0.376,AIR.NZ
2020-08-19,-0.198,BZ=F,0.849,NZDUSD=X,0.897,^TNX,0.749,AIR.NZ
2020-08-20,-1.036,BZ=F,-0.738,NZDUSD=X,-4.593,^TNX,-1.115,AIR.NZ
2020-08-21,-1.225,BZ=F,-0.297,NZDUSD=X,-0.621,^TNX,3.008,AIR.NZ
2020-08-24,1.759,BZ=F,-0.05,NZDUSD=X,0.938,^TNX,1.095,AIR.NZ
2020-08-25,1.618,BZ=F,-0.135,NZDUSD=X,5.573,^TNX,2.527,AIR.NZ
2020-08-26,-0.48,BZ=F,0.352,NZDUSD=X,0.733,^TNX,-0.704,AIR.NZ
2020-08-27,-1.205,BZ=F,1.227,NZDUSD=X,8.588,^TNX,0.355,AIR.NZ
2020-08-28,-0.089,BZ=F,0.179,NZDUSD=X,-2.279,^TNX,-2.474,AIR.NZ
2020-08-31,0.511,BZ=F,1.505,NZDUSD=X,-4.938,^TNX,1.449,AIR.NZ
2020-09-01,0.663,BZ=F,-0.189,NZDUSD=X,-3.03,^TNX,-2.857,AIR.NZ
2020-09-02,-2.523,BZ=F,0.535,NZDUSD=X,-3.125,^TNX,0.735,AIR.NZ
2020-09-03,-0.81,BZ=F,-0.016,NZDUSD=X,-4.455,^TNX,-1.095,AIR.NZ
2020-09-04,-3.199,BZ=F,-1.158,NZDUSD=X,15.916,^TNX,-1.107,AIR.NZ
2020-09-08,-6.751,BZ=F,-0.326,NZDUSD=X,-5.132,^TNX,0.373,AIR.NZ
2020-09-09,2.539,BZ=F,-1.172,NZDUSD=X,2.778,^TNX,-0.372,AIR.NZ
2020-09-10,-1.79,BZ=F,1.05,NZDUSD=X,-2.56,^TNX,-1.493,AIR.NZ
2020-09-11,-0.574,BZ=F,-0.525,NZDUSD=X,-2.336,^TNX,0.758,AIR.NZ
2020-09-14,-0.552,BZ=F,0.576,NZDUSD=X,0.299,^TNX,1.128,AIR.NZ
2020-09-15,2.323,BZ=F,0.216,NZDUSD=X,1.192,^TNX,0.744,AIR.NZ
2020-09-16,4.17,BZ=F,0.167,NZDUSD=X,1.178,^TNX,0.0,AIR.NZ
2020-09-17,2.558,BZ=F,0.161,NZDUSD=X,-0.437,^TNX,0.369,AIR.NZ
2020-09-18,-0.346,BZ=F,0.61,NZDUSD=X,1.462,^TNX,-2.206,AIR.NZ
2020-09-21,-3.963,BZ=F,-0.055,NZDUSD=X,-3.314,^TNX,-1.504,AIR.NZ
2020-09-22,0.676,BZ=F,-1.376,NZDUSD=X,-1.043,^TNX,0.382,AIR.NZ
2020-09-23,0.12,BZ=F,-0.504,NZDUSD=X,1.807,^TNX,0.0,AIR.NZ
2020-09-24,0.407,BZ=F,-1.315,NZDUSD=X,-1.479,^TNX,0.0,AIR.NZ
2020-09-25,-0.048,BZ=F,0.072,NZDUSD=X,-1.051,^TNX,0.0,AIR.NZ
2020-09-28,1.217,BZ=F,0.029,NZDUSD=X,0.607,^TNX,3.802,AIR.NZ
2020-09-29,-3.3,BZ=F,0.248,NZDUSD=X,-2.715,^TNX,1.099,AIR.NZ
2020-09-30,-0.195,BZ=F,0.501,NZDUSD=X,4.961,^TNX,-0.725,AIR.NZ
2020-10-01,-0.049,BZ=F,0.331,NZDUSD=X,0.0,^TNX,1.46,AIR.NZ
2020-10-02,-4.056,BZ=F,0.432,NZDUSD=X,2.806,^TNX,7.194,AIR.NZ
2020-10-05,5.144,BZ=F,-0.175,NZDUSD=X,9.483,^TNX,1.007,AIR.NZ
2020-10-06,3.294,BZ=F,0.211,NZDUSD=X,-2.625,^TNX,3.655,AIR.NZ
2020-10-07,-1.547,BZ=F,-0.959,NZDUSD=X,5.795,^TNX,-1.282,AIR.NZ
2020-10-08,3.215,BZ=F,-0.241,NZDUSD=X,-2.548,^TNX,0.0,AIR.NZ
2020-10-09,-1.131,BZ=F,0.233,NZDUSD=X,1.307,^TNX,-0.325,AIR.NZ
2020-10-12,-2.637,BZ=F,1.138,NZDUSD=X,0.258,^TNX,-0.652,AIR.NZ
2020-10-13,1.75,BZ=F,-0.227,NZDUSD=X,-6.435,^TNX,0.328,AIR.NZ
2020-10-14,2.049,BZ=F,0.092,NZDUSD=X,-0.688,^TNX,-1.307,AIR.NZ
2020-10-15,-0.369,BZ=F,0.012,NZDUSD=X,1.247,^TNX,0.0,AIR.NZ
2020-10-16,-0.533,BZ=F,-0.86,NZDUSD=X,1.778,^TNX,-0.662,AIR.NZ
2020-10-19,-0.722,BZ=F,0.286,NZDUSD=X,2.285,^TNX,0.333,AIR.NZ
2020-10-20,1.267,BZ=F,-0.373,NZDUSD=X,4.731,^TNX,0.332,AIR.NZ
2020-10-21,-3.313,BZ=F,-0.186,NZDUSD=X,2.384,^TNX,0.0,AIR.NZ
2020-10-22,1.749,BZ=F,0.994,NZDUSD=X,3.922,^TNX,0.0,AIR.NZ
2020-10-23,-1.625,BZ=F,0.382,NZDUSD=X,-0.825,^TNX,1.325,AIR.NZ
2020-10-26,-3.136,BZ=F,0.192,NZDUSD=X,-4.756,^TNX,,
2020-10-27,1.829,BZ=F,-0.096,NZDUSD=X,-2.871,^TNX,-2.614,AIR.NZ
2020-10-28,-5.049,BZ=F,0.341,NZDUSD=X,0.386,^TNX,-2.013,AIR.NZ
2020-10-29,-3.758,BZ=F,-0.763,NZDUSD=X,6.914,^TNX,-3.425,AIR.NZ
2020-10-30,-0.505,BZ=F,-0.3,NZDUSD=X,2.994,^TNX,0.709,AIR.NZ
2020-11-02,4.031,BZ=F,-0.471,NZDUSD=X,-1.279,^TNX,-2.113,AIR.NZ
2020-11-03,1.899,BZ=F,0.514,NZDUSD=X,3.887,^TNX,1.799,AIR.NZ
2020-11-04,3.828,BZ=F,1.457,NZDUSD=X,-12.925,^TNX,1.767,AIR.NZ
2020-11-05,-0.728,BZ=F,-0.43,NZDUSD=X,1.042,^TNX,0.0,AIR.NZ
2020-11-06,-3.616,BZ=F,0.967,NZDUSD=X,5.67,^TNX,1.389,AIR.NZ
2020-11-09,7.478,BZ=F,0.482,NZDUSD=X,16.829,^TNX,2.74,AIR.NZ
2020-11-10,2.854,BZ=F,0.407,NZDUSD=X,1.461,^TNX,8.0,AIR.NZ
2020-11-11,0.436,BZ=F,0.044,NZDUSD=X,-1.44,^TNX,1.543,AIR.NZ
2020-11-12,-0.616,BZ=F,1.088,NZDUSD=X,-7.62,^TNX,-2.736,AIR.NZ
2020-11-13,-1.723,BZ=F,-0.92,NZDUSD=X,0.904,^TNX,-0.313,AIR.NZ
2020-11-16,2.431,BZ=F,0.475,NZDUSD=X,1.456,^TNX,3.135,AIR.NZ
2020-11-17,-0.16,BZ=F,0.533,NZDUSD=X,-3.753,^TNX,2.736,AIR.NZ
2020-11-18,1.349,BZ=F,-0.218,NZDUSD=X,1.147,^TNX,-1.183,AIR.NZ
2020-11-19,-0.316,BZ=F,0.422,NZDUSD=X,-3.175,^TNX,0.599,AIR.NZ
2020-11-20,1.719,BZ=F,-0.224,NZDUSD=X,-2.927,^TNX,1.488,AIR.NZ
2020-11-23,2.447,BZ=F,0.584,NZDUSD=X,3.378,^TNX,2.639,AIR.NZ
2020-11-24,3.908,BZ=F,-0.227,NZDUSD=X,2.917,^TNX,5.429,AIR.NZ
2020-11-25,1.567,BZ=F,0.692,NZDUSD=X,-0.454,^TNX,2.439,AIR.NZ
2020-11-27,-0.885,BZ=F,-0.01,NZDUSD=X,-4.1,^TNX,2.762,AIR.NZ
2020-11-30,-1.225,BZ=F,0.452,NZDUSD=X,0.238,^TNX,-2.151,AIR.NZ
2020-12-01,-0.357,BZ=F,-0.23,NZDUSD=X,10.664,^TNX,0.55,AIR.NZ
2020-12-02,1.75,BZ=F,0.729,NZDUSD=X,1.499,^TNX,1.639,AIR.NZ
2020-12-03,0.953,BZ=F,0.021,NZDUSD=X,-2.954,^TNX,0.806,AIR.NZ
2020-12-04,1.109,BZ=F,0.027,NZDUSD=X,5.326,^TNX,1.333,AIR.NZ
2020-12-07,-0.934,BZ=F,-0.452,NZDUSD=X,-4.231,^TNX,1.053,AIR.NZ
2020-12-08,0.102,BZ=F,-0.013,NZDUSD=X,-1.616,^TNX,-0.521,AIR.NZ
2020-12-09,0.041,BZ=F,0.003,NZDUSD=X,3.067,^TNX,-1.309,AIR.NZ
2020-12-10,2.845,BZ=F,-0.345,NZDUSD=X,-3.507,^TNX,-1.857,AIR.NZ
2020-12-11,-0.557,BZ=F,1.106,NZDUSD=X,-1.652,^TNX,2.703,AIR.NZ
2020-12-14,0.64,BZ=F,0.063,NZDUSD=X,-0.112,^TNX,-0.526,AIR.NZ
2020-12-15,0.935,BZ=F,-0.179,NZDUSD=X,3.475,^TNX,-1.323,AIR.NZ
2020-12-16,0.63,BZ=F,0.014,NZDUSD=X,-0.325,^TNX,0.536,AIR.NZ
2020-12-17,0.822,BZ=F,0.333,NZDUSD=X,1.087,^TNX,-0.533,AIR.NZ
2020-12-18,1.476,BZ=F,0.528,NZDUSD=X,1.935,^TNX,-3.485,AIR.NZ
2020-12-21,-2.583,BZ=F,-0.602,NZDUSD=X,-0.738,^TNX,-1.667,AIR.NZ
2020-12-22,-1.63,BZ=F,-0.116,NZDUSD=X,-2.444,^TNX,-3.107,AIR.NZ
2020-12-23,2.236,BZ=F,-0.598,NZDUSD=X,4.031,^TNX,2.624,AIR.NZ
2020-12-24,0.176,BZ=F,0.603,NZDUSD=X,-2.827,^TNX,1.421,AIR.NZ
2020-12-28,-0.838,BZ=F,-0.307,NZDUSD=X,0.539,^TNX,,
2020-12-29,0.452,BZ=F,-0.107,NZDUSD=X,0.214,^TNX,2.801,AIR.NZ
2020-12-30,0.489,BZ=F,0.571,NZDUSD=X,-0.963,^TNX,-0.272,AIR.NZ
2020-12-31,0.896,BZ=F,0.934,NZDUSD=X,-0.972,^TNX,-1.639,AIR.NZ
2021-01-04,-1.371,BZ=F,0.228,NZDUSD=X,0.0,^TNX,,
2021-01-05,4.913,BZ=F,-0.279,NZDUSD=X,4.144,^TNX,-1.667,AIR.NZ
2021-01-06,1.306,BZ=F,1.095,NZDUSD=X,9.11,^TNX,0.565,AIR.NZ
2021-01-07,0.147,BZ=F,0.674,NZDUSD=X,2.783,^TNX,-0.562,AIR.NZ
2021-01-08,2.961,BZ=F,-0.551,NZDUSD=X,3.175,^TNX,0.0,AIR.NZ
2021-01-11,-0.589,BZ=F,-0.911,NZDUSD=X,2.443,^TNX,-1.13,AIR.NZ
2021-01-12,1.653,BZ=F,-0.352,NZDUSD=X,0.53,^TNX,-0.571,AIR.NZ
2021-01-13,-0.919,BZ=F,0.771,NZDUSD=X,-4.394,^TNX,-1.149,AIR.NZ
2021-01-14,0.642,BZ=F,-0.539,NZDUSD=X,3.768,^TNX,-0.872,AIR.NZ
2021-01-15,-2.34,BZ=F,0.381,NZDUSD=X,-2.834,^TNX,1.759,AIR.NZ
2021-01-19,1.452,BZ=F,-0.094,NZDUSD=X,-0.456,^TNX,-1.462,AIR.NZ
2021-01-20,0.322,BZ=F,0.182,NZDUSD=X,-0.183,^TNX,-0.89,AIR.NZ
2021-01-21,0.036,BZ=F,0.808,NZDUSD=X,1.743,^TNX,0.299,AIR.NZ
2021-01-22,-1.23,BZ=F,0.412,NZDUSD=X,-1.623,^TNX,2.09,AIR.NZ
2021-01-25,0.848,BZ=F,-0.448,NZDUSD=X,-4.675,^TNX,-3.509,AIR.NZ
2021-01-26,0.054,BZ=F,0.226,NZDUSD=X,0.0,^TNX,-1.212,AIR.NZ
2021-01-27,-0.179,BZ=F,0.514,NZDUSD=X,-2.5,^TNX,-0.613,AIR.NZ
2021-01-28,-0.502,BZ=F,-1.302,NZDUSD=X,4.241,^TNX,-1.852,AIR.NZ
2021-01-29,0.63,BZ=F,0.444,NZDUSD=X,3.406,^TNX,0.0,AIR.NZ
2021-02-01,0.841,BZ=F,-0.154,NZDUSD=X,-1.464,^TNX,2.516,AIR.NZ
2021-02-02,1.97,BZ=F,0.029,NZDUSD=X,2.6,^TNX,-0.307,AIR.NZ
2021-02-03,1.74,BZ=F,0.435,NZDUSD=X,2.353,^TNX,0.923,AIR.NZ
2021-02-04,0.65,BZ=F,0.32,NZDUSD=X,0.707,^TNX,-1.829,AIR.NZ
2021-02-05,0.85,BZ=F,-0.823,NZDUSD=X,2.722,^TNX,1.242,AIR.NZ
2021-02-08,2.056,BZ=F,0.717,NZDUSD=X,-0.855,^TNX,,
2021-02-09,0.875,BZ=F,0.209,NZDUSD=X,-0.259,^TNX,-0.307,AIR.NZ
2021-02-10,0.622,BZ=F,0.237,NZDUSD=X,-2.074,^TNX,-1.231,AIR.NZ
2021-02-11,-0.537,BZ=F,-0.353,NZDUSD=X,2.207,^TNX,-1.558,AIR.NZ
2021-02-12,2.11,BZ=F,0.18,NZDUSD=X,3.627,^TNX,-0.949,AIR.NZ
2021-02-16,1.474,BZ=F,0.195,NZDUSD=X,8.25,^TNX,2.564,AIR.NZ
2021-02-17,1.563,BZ=F,-0.604,NZDUSD=X,0.154,^TNX,0.0,AIR.NZ
2021-02-18,-0.637,BZ=F,0.057,NZDUSD=X,-1.076,^TNX,-3.125,AIR.NZ
2021-02-19,-1.595,BZ=F,0.344,NZDUSD=X,4.507,^TNX,-1.935,AIR.NZ
2021-02-22,3.704,BZ=F,1.302,NZDUSD=X,1.859,^TNX,2.303,AIR.NZ
2021-02-23,0.199,BZ=F,0.234,NZDUSD=X,-0.584,^TNX,2.572,AIR.NZ
2021-02-24,2.555,BZ=F,0.121,NZDUSD=X,1.982,^TNX,-1.254,AIR.NZ
2021-02-25,-0.239,BZ=F,1.452,NZDUSD=X,9.287,^TNX,1.27,AIR.NZ
2021-02-26,-1.121,BZ=F,-1.072,NZDUSD=X,-3.821,^TNX,-0.313,AIR.NZ
2021-03-01,-3.69,BZ=F,-1.28,NZDUSD=X,-0.959,^TNX,0.314,AIR.NZ
2021-03-02,-1.554,BZ=F,0.041,NZDUSD=X,-2.144,^TNX,-1.254,AIR.NZ
2021-03-03,2.185,BZ=F,0.258,NZDUSD=X,3.887,^TNX,0.318,AIR.NZ
2021-03-04,4.167,BZ=F,-0.837,NZDUSD=X,5.442,^TNX,0.0,AIR.NZ
2021-03-05,3.926,BZ=F,-0.742,NZDUSD=X,0.258,^TNX,-0.317,AIR.NZ
2021-03-08,-1.615,BZ=F,0.004,NZDUSD=X,2.703,^TNX,0.318,AIR.NZ
2021-03-09,-1.055,BZ=F,-0.641,NZDUSD=X,-3.133,^TNX,0.633,AIR.NZ
2021-03-10,0.563,BZ=F,0.658,NZDUSD=X,-1.682,^TNX,3.459,AIR.NZ
2021-03-11,2.548,BZ=F,0.175,NZDUSD=X,0.461,^TNX,3.344,AIR.NZ
2021-03-12,-0.589,BZ=F,0.491,NZDUSD=X,7.073,^TNX,4.118,AIR.NZ
2021-03-15,-0.491,BZ=F,-0.556,NZDUSD=X,-1.713,^TNX,0.0,AIR.NZ
2021-03-16,-0.711,BZ=F,0.225,NZDUSD=X,0.871,^TNX,1.695,AIR.NZ
2021-03-17,-0.57,BZ=F,-0.146,NZDUSD=X,1.234,^TNX,0.0,AIR.NZ
2021-03-18,-6.941,BZ=F,0.809,NZDUSD=X,5.424,^TNX,0.556,AIR.NZ
2021-03-19,1.975,BZ=F,-1.146,NZDUSD=X,0.116,^TNX,1.657,AIR.NZ
2021-03-22,0.139,BZ=F,-0.225,NZDUSD=X,-2.771,^TNX,-2.174,AIR.NZ
2021-03-23,-5.927,BZ=F,-0.263,NZDUSD=X,-2.732,^TNX,-1.667,AIR.NZ
2021-03-24,5.955,BZ=F,-2.004,NZDUSD=X,-1.465,^TNX,-1.13,AIR.NZ
2021-03-25,-3.819,BZ=F,-0.296,NZDUSD=X,0.0,^TNX,2.286,AIR.NZ
2021-03-26,4.229,BZ=F,-0.024,NZDUSD=X,2.85,^TNX,-1.397,AIR.NZ
2021-03-29,0.635,BZ=F,0.377,NZDUSD=X,3.675,^TNX,-2.55,AIR.NZ
2021-03-30,-1.293,BZ=F,0.224,NZDUSD=X,0.291,^TNX,-2.325,AIR.NZ
2021-03-31,-0.935,BZ=F,-0.247,NZDUSD=X,1.159,^TNX,1.786,AIR.NZ
2021-04-01,2.077,BZ=F,-0.126,NZDUSD=X,-3.837,^TNX,0.877,AIR.NZ
2021-04-05,-4.178,BZ=F,0.087,NZDUSD=X,2.442,^TNX,,
2021-04-06,0.949,BZ=F,0.506,NZDUSD=X,-3.721,^TNX,5.797,AIR.NZ
2021-04-07,0.669,BZ=F,-0.042,NZDUSD=X,-0.181,^TNX,-0.822,AIR.NZ
2021-04-08,0.063,BZ=F,-0.712,NZDUSD=X,-1.27,^TNX,0.0,AIR.NZ
2021-04-09,-0.396,BZ=F,0.686,NZDUSD=X,2.083,^TNX,1.105,AIR.NZ
2021-04-12,0.524,BZ=F,-0.307,NZDUSD=X,0.54,^TNX,-0.82,AIR.NZ
2021-04-13,0.616,BZ=F,-0.105,NZDUSD=X,-3.104,^TNX,-0.826,AIR.NZ
2021-04-14,4.57,BZ=F,0.41,NZDUSD=X,0.924,^TNX,-1.111,AIR.NZ
2021-04-15,0.541,BZ=F,1.116,NZDUSD=X,-6.593,^TNX,-0.843,AIR.NZ
2021-04-16,-0.254,BZ=F,0.5,NZDUSD=X,2.81,^TNX,0.85,AIR.NZ
2021-04-19,0.419,BZ=F,-0.676,NZDUSD=X,1.78,^TNX,1.124,AIR.NZ
2021-04-20,-0.716,BZ=F,0.894,NZDUSD=X,-2.436,^TNX,-2.222,AIR.NZ
2021-04-21,-1.878,BZ=F,-0.353,NZDUSD=X,0.128,^TNX,-1.136,AIR.NZ
2021-04-22,0.122,BZ=F,0.543,NZDUSD=X,-0.639,^TNX,-2.011,AIR.NZ
2021-04-23,1.086,BZ=F,-0.695,NZDUSD=X,0.837,^TNX,0.88,AIR.NZ
2021-04-26,-0.696,BZ=F,0.523,NZDUSD=X,0.191,^TNX,,
2021-04-27,1.173,BZ=F,0.534,NZDUSD=X,3.312,^TNX,-1.163,AIR.NZ
2021-04-28,1.28,BZ=F,-0.358,NZDUSD=X,-0.123,^TNX,1.176,AIR.NZ
2021-04-29,1.918,BZ=F,0.955,NZDUSD=X,1.235,^TNX,-0.291,AIR.NZ
2021-04-30,-1.911,BZ=F,-0.352,NZDUSD=X,-0.549,^TNX,1.458,AIR.NZ
2021-05-03,0.461,BZ=F,-1.069,NZDUSD=X,-1.471,^TNX,-1.724,AIR.NZ
2021-05-04,1.954,BZ=F,0.393,NZDUSD=X,-0.933,^TNX,0.0,AIR.NZ
2021-05-05,0.116,BZ=F,-0.491,NZDUSD=X,-0.503,^TNX,-0.585,AIR.NZ
2021-05-06,-1.262,BZ=F,0.79,NZDUSD=X,-1.452,^TNX,-1.176,AIR.NZ
2021-05-07,0.279,BZ=F,0.189,NZDUSD=X,1.025,^TNX,0.0,AIR.NZ
2021-05-10,0.059,BZ=F,0.873,NZDUSD=X,1.585,^TNX,0.0,AIR.NZ
2021-05-11,0.337,BZ=F,-0.34,NZDUSD=X,1.373,^TNX,-0.893,AIR.NZ
2021-05-12,1.123,BZ=F,-0.118,NZDUSD=X,4.372,^TNX,-0.901,AIR.NZ
2021-05-13,-3.275,BZ=F,-1.358,NZDUSD=X,-1.593,^TNX,-1.212,AIR.NZ
2021-05-14,2.476,BZ=F,0.264,NZDUSD=X,-1.978,^TNX,0.614,AIR.NZ
2021-05-17,1.092,BZ=F,0.848,NZDUSD=X,0.306,^TNX,0.61,AIR.NZ
2021-05-18,-1.08,BZ=F,-0.342,NZDUSD=X,0.122,^TNX,1.212,AIR.NZ
2021-05-19,-2.984,BZ=F,0.261,NZDUSD=X,2.497,^TNX,-1.198,AIR.NZ
2021-05-20,-2.325,BZ=F,-1.034,NZDUSD=X,-2.911,^TNX,3.03,AIR.NZ
2021-05-21,2.043,BZ=F,0.467,NZDUSD=X,-0.122,^TNX,-0.588,AIR.NZ
2021-05-24,3.04,BZ=F,-0.325,NZDUSD=X,-1.471,^TNX,-0.296,AIR.NZ
2021-05-25,0.278,BZ=F,0.58,NZDUSD=X,-2.736,^TNX,-0.594,AIR.NZ
2021-05-26,0.32,BZ=F,0.133,NZDUSD=X,0.639,^TNX,0.896,AIR.NZ
2021-05-27,0.857,BZ=F,0.746,NZDUSD=X,2.287,^TNX,-1.479,AIR.NZ
2021-05-28,0.245,BZ=F,0.082,NZDUSD=X,-1.801,^TNX,0.0,AIR.NZ
2021-06-01,0.89,BZ=F,0.474,NZDUSD=X,2.151,^TNX,-1.198,AIR.NZ
2021-06-02,1.566,BZ=F,-0.329,NZDUSD=X,-1.486,^TNX,2.727,AIR.NZ
2021-06-03,-0.056,BZ=F,-0.273,NZDUSD=X,2.137,^TNX,0.0,AIR.NZ
2021-06-04,0.813,BZ=F,-1.173,NZDUSD=X,-4.0,^TNX,-0.295,AIR.NZ
2021-06-07,-0.556,BZ=F,0.855,NZDUSD=X,0.577,^TNX,,
2021-06-08,1.021,BZ=F,0.219,NZDUSD=X,-2.613,^TNX,-2.071,AIR.NZ
2021-06-09,0.0,BZ=F,-0.487,NZDUSD=X,-2.552,^TNX,0.0,AIR.NZ
2021-06-10,0.415,BZ=F,-0.257,NZDUSD=X,-2.015,^TNX,-2.115,AIR.NZ
2021-06-11,0.234,BZ=F,0.247,NZDUSD=X,0.206,^TNX,0.617,AIR.NZ
2021-06-14,0.234,BZ=F,-0.702,NZDUSD=X,2.668,^TNX,1.227,AIR.NZ
2021-06-15,1.551,BZ=F,0.067,NZDUSD=X,-0.133,^TNX,-1.515,AIR.NZ
2021-06-16,0.541,BZ=F,-0.298,NZDUSD=X,4.67,^TNX,-0.308,AIR.NZ
2021-06-17,-1.761,BZ=F,-0.721,NZDUSD=X,-3.697,^TNX,0.0,AIR.NZ
2021-06-18,0.588,BZ=F,-0.789,NZDUSD=X,-4.037,^TNX,-0.309,AIR.NZ
2021-06-21,1.891,BZ=F,-0.945,NZDUSD=X,2.345,^TNX,-2.167,AIR.NZ
2021-06-22,-0.12,BZ=F,0.536,NZDUSD=X,-0.809,^TNX,0.633,AIR.NZ
2021-06-23,0.508,BZ=F,0.453,NZDUSD=X,1.019,^TNX,-1.258,AIR.NZ
2021-06-24,0.492,BZ=F,0.393,NZDUSD=X,0.0,^TNX,-1.274,AIR.NZ
2021-06-25,0.821,BZ=F,0.25,NZDUSD=X,3.295,^TNX,1.613,AIR.NZ
2021-06-28,-1.969,BZ=F,0.082,NZDUSD=X,-3.776,^TNX,-2.54,AIR.NZ
2021-06-29,0.107,BZ=F,-0.284,NZDUSD=X,0.135,^TNX,1.629,AIR.NZ
2021-06-30,0.495,BZ=F,-0.838,NZDUSD=X,-2.5,^TNX,-0.641,AIR.NZ
2021-07-01,0.945,BZ=F,0.098,NZDUSD=X,2.564,^TNX,1.29,AIR.NZ
2021-07-02,0.435,BZ=F,-0.471,NZDUSD=X,-3.311,^TNX,-0.955,AIR.NZ
2021-07-06,-2.153,BZ=F,0.373,NZDUSD=X,-4.263,^TNX,1.899,AIR.NZ
2021-07-07,-1.476,BZ=F,-0.488,NZDUSD=X,-3.577,^TNX,-1.242,AIR.NZ
2021-07-08,0.94,BZ=F,-0.061,NZDUSD=X,-2.498,^TNX,-1.258,AIR.NZ
2021-07-09,1.929,BZ=F,-0.917,NZDUSD=X,5.279,^TNX,-1.274,AIR.NZ
2021-07-12,-0.516,BZ=F,0.822,NZDUSD=X,0.516,^TNX,0.0,AIR.NZ
2021-07-13,1.77,BZ=F,-0.279,NZDUSD=X,3.815,^TNX,0.0,AIR.NZ
2021-07-14,-2.262,BZ=F,-0.608,NZDUSD=X,-4.17,^TNX,-0.323,AIR.NZ
2021-07-15,-1.726,BZ=F,1.363,NZDUSD=X,-4.351,^TNX,0.324,AIR.NZ
2021-07-16,0.163,BZ=F,-0.388,NZDUSD=X,0.231,^TNX,0.0,AIR.NZ
2021-07-19,-6.754,BZ=F,-0.238,NZDUSD=X,-9.154,^TNX,-1.29,AIR.NZ
2021-07-20,1.064,BZ=F,-0.841,NZDUSD=X,2.371,^TNX,0.327,AIR.NZ
2021-07-21,4.153,BZ=F,-0.176,NZDUSD=X,5.873,^TNX,-0.652,AIR.NZ
2021-07-22,2.16,BZ=F,0.537,NZDUSD=X,-1.172,^TNX,0.0,AIR.NZ
2021-07-23,0.42,BZ=F,0.289,NZDUSD=X,1.66,^TNX,-1.311,AIR.NZ
2021-07-26,0.54,BZ=F,0.037,NZDUSD=X,-0.778,^TNX,-1.329,AIR.NZ
2021-07-27,-0.027,BZ=F,0.302,NZDUSD=X,-3.292,^TNX,0.337,AIR.NZ
2021-07-28,0.349,BZ=F,-0.59,NZDUSD=X,2.188,^TNX,0.671,AIR.NZ
2021-07-29,1.753,BZ=F,-0.042,NZDUSD=X,0.634,^TNX,1.667,AIR.NZ
2021-07-30,0.368,BZ=F,0.726,NZDUSD=X,-2.364,^TNX,-1.639,AIR.NZ
2021-08-02,-4.507,BZ=F,-0.516,NZDUSD=X,-5.246,^TNX,0.667,AIR.NZ
2021-08-03,-0.659,BZ=F,0.176,NZDUSD=X,0.17,^TNX,-1.325,AIR.NZ
2021-08-04,-2.803,BZ=F,0.838,NZDUSD=X,0.68,^TNX,-0.671,AIR.NZ
2021-08-05,1.293,BZ=F,-0.024,NZDUSD=X,2.787,^TNX,0.676,AIR.NZ
2021-08-06,-0.828,BZ=F,0.063,NZDUSD=X,5.998,^TNX,-0.671,AIR.NZ
2021-08-09,-2.348,BZ=F,-0.783,NZDUSD=X,2.093,^TNX,-1.014,AIR.NZ
2021-08-10,2.303,BZ=F,-0.019,NZDUSD=X,1.898,^TNX,-1.024,AIR.NZ
2021-08-11,1.147,BZ=F,0.207,NZDUSD=X,-0.969,^TNX,2.069,AIR.NZ
2021-08-12,-0.182,BZ=F,0.504,NZDUSD=X,2.859,^TNX,-0.676,AIR.NZ
2021-08-13,-1.01,BZ=F,-0.52,NZDUSD=X,-5.121,^TNX,1.02,AIR.NZ
2021-08-16,-1.53,BZ=F,0.494,NZDUSD=X,-3.084,^TNX,-0.673,AIR.NZ
2021-08-17,-0.691,BZ=F,-0.161,NZDUSD=X,0.08,^TNX,-2.712,AIR.NZ
2021-08-18,-1.159,BZ=F,-1.431,NZDUSD=X,1.192,^TNX,0.0,AIR.NZ
2021-08-19,-2.609,BZ=F,-0.771,NZDUSD=X,-2.435,^TNX,0.697,AIR.NZ
2021-08-20,-1.911,BZ=F,-0.788,NZDUSD=X,1.449,^TNX,-1.384,AIR.NZ
2021-08-23,5.477,BZ=F,0.155,NZDUSD=X,-0.397,^TNX,1.053,AIR.NZ
2021-08-24,3.345,BZ=F,0.925,NZDUSD=X,2.789,^TNX,3.125,AIR.NZ
2021-08-25,1.689,BZ=F,0.638,NZDUSD=X,4.031,^TNX,3.367,AIR.NZ
2021-08-26,-1.633,BZ=F,0.501,NZDUSD=X,0.0,^TNX,-2.28,AIR.NZ
2021-08-27,2.294,BZ=F,-0.394,NZDUSD=X,-2.235,^TNX,-0.667,AIR.NZ
2021-08-30,0.977,BZ=F,0.966,NZDUSD=X,-2.058,^TNX,1.678,AIR.NZ
2021-08-31,-0.572,BZ=F,-0.202,NZDUSD=X,1.479,^TNX,-0.33,AIR.NZ
